"ARO"	"ARO_name"	"resistance_to_drug_classes"	"confers_resistance_to"	"resistance_to_drug_classes_names"	"confers_resistance_to_names"
"ARO:3006789"	"PDC-42"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006790"	"PDC-420"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006791"	"PDC-421"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006792"	"PDC-422"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006793"	"PDC-423"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006794"	"PDC-424"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006795"	"PDC-425"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006796"	"PDC-426"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006797"	"PDC-427"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006798"	"PDC-428"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006799"	"PDC-430"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006800"	"PDC-431"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006801"	"PDC-432"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006802"	"PDC-433"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006803"	"PDC-434"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006804"	"PDC-435"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006805"	"PDC-436"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006806"	"PDC-437"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006807"	"PDC-439"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006808"	"PDC-440"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006809"	"PDC-441"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006810"	"PDC-442"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006811"	"PDC-443"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006812"	"PDC-444"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006813"	"PDC-445"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006814"	"PDC-446"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006815"	"PDC-447"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006816"	"PDC-448"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006817"	"PDC-450"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006818"	"PDC-451"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006819"	"PDC-452"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006820"	"PDC-453"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006821"	"PDC-454"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006822"	"PDC-455"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006823"	"PDC-456"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006824"	"PDC-457"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006825"	"PDC-458"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006826"	"PDC-459"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006827"	"PDC-46"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006828"	"PDC-460"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006829"	"PDC-462"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006830"	"PDC-463"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006831"	"PDC-465"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006832"	"PDC-466"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006833"	"PDC-467"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006834"	"PDC-468"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006835"	"PDC-469"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006836"	"PDC-470"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006837"	"PDC-471"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006838"	"PDC-472"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006839"	"PDC-473"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006840"	"PDC-474"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006841"	"PDC-475"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006842"	"PDC-476"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006843"	"PDC-58"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006844"	"PDC-60"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006845"	"PDC-64"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006846"	"PDC-71"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006847"	"PDC-94"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006848"	"PDC-95"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006849"	"PDC-96"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006850"	"PDC-97"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006851"	"PDC-98"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006852"	"PDC-99"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3006853"	"SRT-3"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006854"	"CMH-2"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006855"	"CMH-3"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006856"	"CMH-4"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006857"	"CMH-5"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006858"	"CMH-6"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006859"	"MIR-19"	"ARO:0000004,ARO:0000032"	"ARO:"	"monobactam,cephalosporin"	""
"ARO:3006860"	"MIR-20"	"ARO:0000004,ARO:0000032"	"ARO:"	"monobactam,cephalosporin"	""
"ARO:3006861"	"MIR-21"	"ARO:0000004,ARO:0000032"	"ARO:"	"monobactam,cephalosporin"	""
"ARO:3006862"	"MIR-22"	"ARO:0000004,ARO:0000032"	"ARO:"	"monobactam,cephalosporin"	""
"ARO:3006863"	"AAK-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006864"	"CRD3-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006865"	"CRH-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006866"	"CRH-2"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006867"	"CRH-3"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006868"	"CRP-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006869"	"CSA-1"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006870"	"CSA-2"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006871"	"CSP-1"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006872"	"DHT2-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006873"	"EAM-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006874"	"EC-13"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006875"	"EC-14"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006876"	"EC-15"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006877"	"EC-16"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006878"	"EC-18"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006879"	"EC-19"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006880"	"EC-5"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006881"	"EC-8"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006882"	"ECM-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006883"	"ECV-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006884"	"EFM-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006885"	"ELM-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006886"	"EVM-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006887"	"FIA-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006888"	"GIL-1"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006889"	"GMB-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006890"	"AFM-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006891"	"AFM-2"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006892"	"ALG11-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006893"	"ALG6-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006894"	"ALI-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006895"	"ALI-2"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006896"	"ANA-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006897"	"AXC-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006898"	"AXC-2"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006899"	"AXC-3"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006900"	"AXC-4"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006901"	"AXC-5"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006902"	"BSU-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006903"	"CAR-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006904"	"CDD-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006905"	"CDD-2"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006906"	"CfiA10"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006907"	"CfiA11"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006908"	"CfiA14"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006909"	"CfiA17"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006910"	"CfiA18"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006911"	"CfiA19"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006912"	"CfiA2"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006913"	"CfiA21"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006914"	"CfiA22"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006915"	"CfiA23"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006916"	"CfiA24"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006917"	"CfiA26"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006918"	"CfiA27"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006919"	"CfiA4"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006920"	"CfiA8"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006921"	"CfiA9"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006922"	"CMA-1"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006923"	"CMA-2"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006924"	"CVI-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006925"	"GRD23-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006926"	"GRD33-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006927"	"KLUC-1"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006928"	"KLUC-2"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006929"	"KLUC-3"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006930"	"KLUC-4"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006931"	"KLUC-5"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006932"	"LEN-27"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3006933"	"LEN-28"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3006934"	"LEN-31"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3006935"	"LHK-1"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006936"	"LHK-2"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006937"	"LHK-3"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006938"	"LHK-4"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006939"	"LHK-5"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006940"	"LHK-6"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006941"	"LRG-1"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006942"	"LUS-1"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006943"	"LUT-1"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006944"	"LUT-2"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006945"	"LUT-3"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006946"	"LUT-4"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006947"	"LUT-5"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006948"	"LUT-6"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006949"	"MAL-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006950"	"MAL-2"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006951"	"MBL1b"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006952"	"MOC-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006953"	"MOR-2"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006954"	"MYO-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006955"	"MYX-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006956"	"OHIO-1"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006957"	"ORN-1"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006958"	"ORN-2"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006959"	"ORN-3"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006960"	"ORN-4"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006961"	"ORN-5"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006962"	"ORN-6"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006963"	"ORR-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006964"	"PAU-1"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006965"	"PFM-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006966"	"PFM-2"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006967"	"PFM-3"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006968"	"PLA-1"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006969"	"PLA-2a"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006970"	"PLA-3"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006971"	"PLA-6"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006972"	"PLN-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006973"	"PME-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006974"	"POM-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006975"	"POM-2"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006976"	"PST-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006977"	"PST-2"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006978"	"PSV-1"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006979"	"RAHN-1"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006980"	"RAHN-2"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006981"	"RSA2-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006982"	"RSD2-1"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006983"	"RSD2-2"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3006984"	"RUB-1"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3006985"	"SFC-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006986"	"SFO-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006987"	"SGM-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006988"	"SGM-2"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006989"	"SGM-3"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006990"	"SGM-4"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006991"	"SGM-5"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006992"	"SGM-6"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006993"	"SGM-7"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006994"	"SHN-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006995"	"SPN79-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006996"	"SPR-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006997"	"SPS-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006998"	"SPU-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3006999"	"SST-1"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3007000"	"STA-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3007001"	"TER-1"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3007002"	"TTU-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3007003"	"VHH-1"	"ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:3000637"	"carbapenem,cephalosporin,penicillin beta-lactam"	"ampicillin"
"ARO:3007004"	"VHW-1"	"ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:3000637"	"carbapenem,cephalosporin,penicillin beta-lactam"	"ampicillin"
"ARO:3007005"	"YEM-1"	"ARO:0000020"	"ARO:3000170"	"carbapenem"	"imipenem"
"ARO:3007006"	"ZOG-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3007007"	"TER-2"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3007010"	"norC"	"ARO:0000001,ARO:3005386"	"ARO:0000036,ARO:0000045,ARO:3000662"	"fluoroquinolone antibiotic,disinfecting agents and antiseptics"	"ciprofloxacin,acriflavine,norfloxacin"
"ARO:3007011"	"mdeA"	"ARO:0000001,ARO:0000016,ARO:3000008,ARO:3000050,ARO:3005386"	"ARO:0000036,ARO:0000045,ARO:0000049,ARO:0000051,ARO:0000056,ARO:3000637,ARO:3000661"	"fluoroquinolone antibiotic,aminoglycoside antibiotic,penicillin beta-lactam,tetracycline antibiotic,disinfecting agents and antiseptics"	"ciprofloxacin,acriflavine,kanamycin A,tetracycline,oxacillin,ampicillin,nalidixic acid"
"ARO:3007012"	"sepA"	"ARO:3005386"	"ARO:0000045"	"disinfecting agents and antiseptics"	"acriflavine"
"ARO:3007013"	"sdrM"	"ARO:0000001,ARO:3005386"	"ARO:3000662"	"fluoroquinolone antibiotic,disinfecting agents and antiseptics"	"norfloxacin"
"ARO:3007014"	"qacJ"	"ARO:3005386"	"ARO:3003823"	"disinfecting agents and antiseptics"	"benzalkonium chloride"
"ARO:3007015"	"qacG"	"ARO:3005386"	"ARO:3003823"	"disinfecting agents and antiseptics"	"benzalkonium chloride"
"ARO:3007017"	"SHD-1"	"ARO:0000020,ARO:0000032"	"ARO:"	"carbapenem,cephalosporin"	""
"ARO:3007019"	"fexB"	"ARO:3000387"	"ARO:3000461"	"phenicol antibiotic"	"florfenicol"
"ARO:3007021"	"PFM-4"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3007023"	"NDM-33"	"ARO:0000001,ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:0000036,ARO:0000060"	"fluoroquinolone antibiotic,carbapenem,cephalosporin,penicillin beta-lactam"	"ciprofloxacin,ceftazidime"
"ARO:3007026"	"salB"	"ARO:0000017,ARO:0000026,ARO:0000034,ARO:3000670"	"ARO:0000046,ARO:0000066,ARO:3000669,ARO:3000671,ARO:3001314"	"lincosamide antibiotic,streptogramin antibiotic,streptogramin A antibiotic,pleuromutilin antibiotic"	"lincomycin,clindamycin,virginiamycin M1,tiamulin,retapamulin"
"ARO:3007027"	"salC"	"ARO:0000017,ARO:0000026,ARO:0000034,ARO:3000670"	"ARO:0000046,ARO:0000066,ARO:3000669,ARO:3000671,ARO:3001314"	"lincosamide antibiotic,streptogramin antibiotic,streptogramin A antibiotic,pleuromutilin antibiotic"	"lincomycin,clindamycin,virginiamycin M1,tiamulin,retapamulin"
"ARO:3007028"	"salD"	"ARO:0000017,ARO:0000026,ARO:0000034,ARO:3000670"	"ARO:0000046,ARO:3000669,ARO:3000671,ARO:3001314"	"lincosamide antibiotic,streptogramin antibiotic,streptogramin A antibiotic,pleuromutilin antibiotic"	"lincomycin,virginiamycin M1,tiamulin,retapamulin"
"ARO:3007029"	"salE"	"ARO:0000017,ARO:0000026,ARO:0000034,ARO:3000670"	"ARO:3000671,ARO:3001314"	"lincosamide antibiotic,streptogramin antibiotic,streptogramin A antibiotic,pleuromutilin antibiotic"	"tiamulin,retapamulin"
"ARO:3007032"	"Erm(50)"	"ARO:0000000,ARO:0000017,ARO:0000026"	"ARO:0000027,ARO:0000065,ARO:0000066"	"macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic"	"roxithromycin,clarithromycin,clindamycin"
